target_lab,target_weights
51.6883256979508;56.56262070217149;49.882899752562935,0.2;0.6;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
54.48966311460322;57.174918510749684;51.69569907182661,0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48.42513585688624;49.36876204016888;51.066650348098364,0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
51.3010930473053;49.89354619662123;53.32272265907629,0.4;0.2;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
53.82096567945845;50.462265461575065;55.611284392592985,0.4;0.4;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
56.67647635323361;50.99450333647232;57.07290754377022,0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53.124213228133016;41.768159581090146;56.340610837517204,0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
56.216981748261986;41.71208967001216;59.070712232678105,0.6;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
59.29024947909363;41.64972968500879;61.76989083579241,0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59.00386448498199;28.55510240686493;62.586351472506365,0.8;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45.83013734686718;20.028389728642402;46.87686885739514,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
47.27125660216783;30.685829923857543;47.94295301573139,0.0;0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0
48.55846132615494;40.32543865670202;48.341460160804026,0.0;0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0
49.83240479460028;48.49463956478628;48.0968230213706,0.0;0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
51.02160118655034;55.386571399489824;46.55827936134146,0.0;0.8;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49.210778702691556;18.928874653103723;50.640818250060725,0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0
50.47461277329404;30.549569322260105;51.68238450829814,0.2;0.2;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0
51.841691491062306;40.62444603620102;51.913770562025675,0.2;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
53.02945865796201;49.6527501922705;51.760719747237346,0.2;0.6;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
54.48966311460322;57.174918510749684;51.69569907182661,0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52.803464298259314;17.277268270509182;54.74641999942331,0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0
54.22557159610433;29.7538144179873;56.124597180371474,0.4;0.2;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
55.235247983327014;41.23635305034546;56.67140712486738,0.4;0.4;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
56.67647635323361;50.99450333647232;57.07290754377022,0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56.97907883311083;14.968710380722062;59.64858466516609,0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
58.16648862263642;28.430552850719103;60.76543903447769,0.6;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
59.29024947909363;41.64972968500879;61.76989083579241,0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61.73309198503412;12.048133099261005;65.13724322523817,0.8;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
63.9330960492253;49.38350245580592;70.16688446919642,0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
60.72247872079022;54.85290098142076;65.53588021336714,0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
57.70391910312887;58.429656737608745;59.95852513518018,0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
54.91493288252212;59.94034959494016;53.329866491465104,0.0;0.8;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67.4293068476969;35.26105789809109;73.47637449561473,0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
63.33245416440178;44.10181002620711;68.75735179983333,0.2;0.2;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
59.9556068885411;50.68536973156945;63.82947004670573,0.2;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
56.99975126705837;54.082283061952786;57.6762963117358,0.2;0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
54.48966311460322;57.174918510749684;51.69569907182661,0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66.96921366964837;29.09223989048282;72.52746747681363,0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
62.960293354751144;39.00115934489967;67.94895106639454,0.4;0.2;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
59.585566577598485;46.24907217555469;62.766187542633354,0.4;0.4;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
56.67647635323361;50.99450333647232;57.07290754377022,0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66.96532006927607;22.668616031709387;71.8302261086327,0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
62.88583545733361;33.23362405486152;67.17916549842235,0.6;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
59.29024947909363;41.64972968500879;61.76989083579241,0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66.95225245582967;15.676348269075046;71.24729793255379,0.8;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
86.07912429047326;16.636355067005226;7.411087786216819,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
75.1507685375542;32.015724386046884;14.458109440968192,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
66.22088552690369;44.89453699315993;21.978000941915198,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
58.89112601910796;54.43226382648658;31.93535343667876,0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93.04547704488978;-5.102000784348526;33.16083677285029,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
80.42311120458817;14.66607610057158;35.98416203173463,0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
70.06523943947055;31.837075843585026;40.021083410890945,0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
61.328665973339724;46.52681648621204;44.14703283499426,0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
54.48966311460322;57.174918510749684;51.69569907182661,0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87.09337989746733;-4.911287914891371;58.214814589810835,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
75.07094362975886;17.045459878445467;56.11281465349913,0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
65.34576998980262;35.16589219605587;57.89024465230421,0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
56.67647635323361;50.99450333647232;57.07290754377022,0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81.42172773091808;-1.8026002223200388;72.0938305429432,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
69.6398987306387;21.509031470768548;67.0486081840608,0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
59.29024947909363;41.64972968500879;61.76989083579241,0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74.91188626499653;3.489202540391867;74.84460764261578,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
17.614197058211573;34.734277946499915;-54.403746608209744,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
21.671386707338556;23.546183460599668;-32.80767671423296,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
29.374379004994253;24.48126338548412;-3.9908820918851395,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
39.78105132377919;39.143331361580906;23.885586142211558,0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20.91292216322222;0.6423492761340743;-24.986027564987424,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
25.584956797235833;-2.7984518386768853;-15.605383539413731,0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
32.08789779259801;5.485296649741455;10.689974904178612,0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
41.86131096035137;28.587987328534208;33.180015928689485,0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
54.48966311460322;57.174918510749684;51.69569907182661,0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30.39970751672712;-24.54456695391996;8.910053983903609,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
36.906248355318034;-13.561035951543232;23.46969551258724,0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
43.426305460832026;13.332582385406855;38.989307956206076,0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
56.67647635323361;50.99450333647232;57.07290754377022,0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39.68446199684387;-30.502561846286387;31.30894217711915,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
46.75699123416405;-2.041136963689183;44.55395030035629,0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
59.29024947909363;41.64972968500879;61.76989083579241,0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50.852790812534025;-20.62260178148845;50.262285760720374,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
7.71544249262416;10.599166064201887;7.660134364764954,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
19.319887068746908;21.836523419721228;20.95529770207442,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
30.542112064345673;34.37304605678263;30.78868126488375,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
41.50995177454076;47.69771323929744;38.841513788491824,0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.488708738883254;-8.426901329322;14.028506786271466,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
20.04404845801308;2.974648114042411;24.444192773962914,0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
31.321343672627002;28.238669972607656;36.78528008295457,0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
42.916067107982535;41.874397886732254;43.59223185042226,0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
54.48966311460322;57.174918510749684;51.69569907182661,0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22.955690828696497;-10.034575304483816;30.556704553585668,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
33.61658123103936;4.793850323707799;38.25671409400677,0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
44.64217192377302;28.979458803895685;47.816726168784285,0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
56.67647635323361;50.99450333647232;57.07290754377022,0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36.39829282994705;-8.230721489786873;41.99306859402318,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
47.50756888173669;15.766502715231889;51.55877752019501,0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
59.29024947909363;41.64972968500879;61.76989083579241,0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50.91929366386016;-1.7919327068292579;55.22206146261023,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
22.237036339161307;2.8176246993164566;-26.159406174019285,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
25.985728777644816;5.160297704370597;-14.874778215579864,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
31.858597035303582;16.544740775715606;4.8296363475665345,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
40.850650159325845;36.838483298755996;27.051322884878214,0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26.75851880371964;-22.23423114511458;0.45205767400832153,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
30.828383735329382;-18.21287008547323;5.17550360803567,0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
35.1561784188103;-2.4891203070530055;17.892407606240024,0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
42.97443501173907;25.760560045641977;34.97380720710738,0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
54.48966311460322;57.174918510749684;51.69569907182661,0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34.660533030563585;-34.23245712680459;20.600678946985408,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
39.47521531182958;-20.784873090580387;29.27433044166832,0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
44.60350006065592;9.890764685394348;40.632194632385975,0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
56.67647635323361;50.99450333647232;57.07290754377022,0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42.47395079635712;-36.7549048377813;36.25579081922462,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
48.085938794025125;-5.40266476860185;46.17684819043064,0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
59.29024947909363;41.64972968500879;61.76989083579241,0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52.24107036994715;-24.081765092283657;51.73287978577912,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32.112010421859175;55.57715769733368;-81.89570995877071,0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42.68894436593283;6.530524784000347;-31.695957657520957,0.0;0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56.65876440622745;-22.175556768173287;12.774290949122724,0.0;0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69.33389705757116;-31.94297303314547;45.34980341901613,0.0;0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81.20231678266056;-29.104540463639918;69.14616329269566,0.0;0.0;0.8;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36.76348157944843;7.0579702288198485;-27.127904638768918,0.2;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50.556323620989104;-19.797040182187754;15.092433744062872,0.2;0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63.58291452179793;-28.710476818596455;45.15314943197215,0.2;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75.47643421577538;-24.648947606227935;66.77271474109756,0.2;0.0;0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88.17517532395253;-9.537601007691077;85.37905540849913,0.2;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44.12733833823723;-15.727936702135043;14.346135173514707,0.4;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56.583960419950955;-22.841318102353235;41.28663237956206,0.4;0.0;0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66.22721933978171;-20.41615997841445;59.18228989122228,0.4;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83.2687849582949;-5.401509623651379;82.12225174720264,0.4;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49.885856077965784;-18.813684855053083;39.28232832069541,0.6;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61.39888311383302;-15.806506699335365;57.82375504329097,0.6;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78.07828135059808;-0.6250669787259411;78.60038075362517,0.6;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56.63940646287402;-10.42160315106666;55.84708273540462,0.8;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
47.83143697273231;52.20495120405017;39.26501061554384,0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
56.168759773386725;44.887120965453384;45.93647915227296,0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
66.27404238618887;31.031184619643327;56.51288080211191,0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
